Data Line,Correctness,Loss,Predicted,Actual
1069,false,0.157915,2,3
1070,false,0.139222,2,1
1071,false,0.159189,2,6
1072,false,0.131262,2,5
1073,false,0.163457,2,7
1074,false,0.160534,2,4
1075,true,0.017733,2,2
1076,false,0.157687,2,7
1077,false,0.149979,2,0
1078,false,0.132682,4,3
1079,false,0.146105,2,0
1080,false,0.083290,2,4
1081,false,0.138325,4,1
1082,false,0.138087,2,1
1083,false,0.157912,2,7
1084,false,0.166910,2,9
1085,false,0.140735,2,1
1086,false,0.137110,2,1
1087,false,0.066435,2,8
1088,false,0.160239,2,5
1089,false,0.149352,2,7
1090,false,0.154149,2,5
1091,false,0.145740,2,0
1092,false,0.159906,2,6
1093,false,0.166061,2,6
1094,false,0.140401,8,0
1095,false,0.149374,2,4
1096,false,0.136348,2,1
1097,true,0.013909,2,2
1098,false,0.135753,2,3
1099,false,0.158774,2,4
1100,false,0.158406,2,4
1101,false,0.153982,2,6
1102,false,0.123304,2,8
1103,false,0.127001,4,0
1104,false,0.156375,2,9
1105,false,0.161285,2,5
1106,false,0.110501,2,8
1107,false,0.137679,2,7
1108,false,0.139374,2,0
1109,false,0.130954,8,3
1110,false,0.140785,2,5
1111,false,0.156229,2,4
1112,false,0.140134,2,5
1113,false,0.154254,2,9
1114,false,0.162590,2,6
1115,false,0.165735,2,7
1116,false,0.138131,2,1
1117,false,0.154836,2,9
1118,false,0.159754,2,6
1119,false,0.138071,2,1
1120,false,0.139394,2,3
1121,true,0.047805,8,8
1122,false,0.157839,2,3
1123,false,0.154724,2,9
1124,false,0.142602,2,1
1125,true,0.016552,2,2
1126,false,0.154149,2,7
1127,false,0.141737,2,7
1128,false,0.155958,2,7
1129,false,0.145818,8,0
1130,true,0.010660,2,2
1131,false,0.145038,2,3
1132,false,0.134161,2,1
1133,false,0.141174,2,1
1134,false,0.114627,2,4
1135,true,0.016142,2,2
1136,false,0.135996,2,5
1137,false,0.153436,2,6
1138,false,0.142357,2,0
1139,false,0.165936,2,9
1140,false,0.153513,2,6
1141,true,0.013883,2,2
1142,false,0.111940,2,8
1143,false,0.141711,2,9
1144,true,0.022008,2,2
1145,false,0.147548,2,3
1146,false,0.146495,2,3
1147,false,0.163957,2,6
1148,false,0.166935,2,9
1149,false,0.163875,2,1
1150,false,0.159750,2,4
1151,false,0.151291,2,3
1152,false,0.157715,2,3
1153,false,0.152429,2,0
1154,false,0.155581,2,7
1155,false,0.142639,2,7
1156,false,0.134744,2,1
1157,false,0.153850,2,7
1158,false,0.159939,2,7
1159,false,0.142610,2,3
1160,false,0.164373,2,6
1161,false,0.148591,2,4
1162,false,0.158157,2,9
1163,false,0.135923,2,5
1164,false,0.129613,2,4
1165,false,0.154419,2,4
1166,true,0.036959,2,2
1167,false,0.142929,2,7
1168,false,0.163129,2,9
1169,false,0.159018,2,0
1170,false,0.167115,2,9
1171,false,0.084478,2,8
1172,false,0.129952,2,4
1173,false,0.141744,2,4
1174,false,0.153048,2,9
1175,false,0.140369,2,1
1176,true,0.017918,2,2
1177,false,0.156382,2,4
1178,false,0.158948,2,9
1179,false,0.153953,2,3
1180,false,0.162616,2,0
1181,false,0.157667,2,4
1182,false,0.139139,2,1
1183,false,0.141963,2,6
1184,true,0.016159,2,2
1185,false,0.152238,2,6
1186,false,0.159171,2,3
1187,false,0.163235,2,7
1188,false,0.160198,2,4
1189,true,0.029961,2,2
1190,false,0.160156,2,6
1191,false,0.160516,2,6
1192,false,0.167119,2,7
1193,false,0.147446,2,1
1194,false,0.122427,2,8
1195,false,0.145321,2,9
1196,false,0.161075,2,0
1197,false,0.155053,2,4
1198,false,0.140181,2,1
1199,false,0.144534,2,4
1200,true,0.014992,2,2
1201,false,0.144599,2,1
1202,false,0.148085,2,3
1203,false,0.165619,2,6
1204,false,0.161816,2,4
1205,false,0.167953,2,6
1206,false,0.157413,2,7
1207,false,0.146534,2,5
1208,false,0.121775,2,8
1209,false,0.164698,2,7
1210,false,0.156861,2,0
1211,false,0.158582,2,5
1212,false,0.140915,2,1
1213,false,0.150809,2,4
1214,true,0.016153,2,2
1215,false,0.129944,2,8
1216,false,0.164773,2,4
1217,false,0.154828,2,7
1218,false,0.161055,2,7
1219,false,0.156136,2,3
1220,false,0.139705,2,8
1221,false,0.159506,2,4
1222,false,0.162054,2,9
1223,false,0.146989,2,5
1224,false,0.129234,2,8
1225,false,0.162651,2,6
1226,false,0.163032,2,7
